uid;name;nodes;ways;relations
"4859653";"Александр Зайцев (9591)";"0";"1";"0"
"8669920";"Vab100ne";"0";"6";"0"
"4234839";"Юра Поліщук";"0";"7";"0"
"8852203";"Женя Марченко";"0";"1";"0"
"7649834";"L___I";"0";"14";"1"
"1092114";"kräckel";"0";"2";"0"
"10535972";"AlexandraDellalova";"0";"1";"0"
"11477971";"Nasimi";"0";"1";"0"
"9002127";"Денис Костюк";"0";"1";"0"
"3785886";"Иван Таран";"0";"1";"0"
"2905615";"BumberMAN";"0";"1";"0"
"4763202";"vovik13";"0";"11";"0"
"651830";"mukolalev";"0";"9";"0"
"5045470";"Maksim Prus";"0";"1";"0"
"3830311";"Eugene Kuznetsov";"0";"3";"0"
"3374254";"Юрец777";"0";"1";"0"
"215433";"zzptichka";"0";"3";"0"
"12132618";"Michal_01";"0";"0";"1"
"4427300";"Vitaliy Kovel";"0";"1";"0"
"4195945";"Саша Лакеенко";"0";"1";"0"
"8733987";"Денис Марков";"0";"1";"0"
"11239496";"Ihor1986";"0";"1";"0"
"9566313";"antterminal777";"0";"2";"0"
"7674711";"Bolt8808";"0";"2";"0"
"3528573";"ulrich_";"0";"0";"1"
"321764";"Mirrory";"0";"3";"0"
"5548779";"maxmh";"0";"1";"0"
"3185456";"lordbek08";"0";"1";"0"
"6561809";"Mike1009";"0";"4";"0"
"2986717";"killersdst";"0";"1";"0"
"4664804";"Сергей Сидорченко";"0";"1";"0"
"11140269";"MapViewerOdessa2020";"0";"6";"0"
"4521093";"movemus";"0";"1";"0"
"8695496";"Warumo";"0";"1";"0"
"4605316";"MarconiLTD";"0";"1";"0"
"2962422";"bigzver";"0";"1";"0"
"371522";"richter_fn";"0";"0";"2"
"11820214";"byrofaz";"0";"12";"0"
"8608994";"ВиталийГрачев";"0";"4";"0"
"6860519";"Валерий Лящук";"0";"1";"0"
"4650498";"dima gulevaty";"0";"2";"0"
"6856887";"Александр Дихтяренко";"0";"1";"0"
"10646001";"MMTsiatsko";"0";"2";"0"
"6733182";"ukrtek";"0";"1";"0"
"4832406";"Вадим Парницький";"0";"1";"0"
"6789837";"Такил";"0";"1";"0"
"9456565";"JuliLeo";"0";"1";"0"
"3436350";"Bah-Al";"0";"3";"0"
"4719854";"Andrii Panchak";"0";"1";"0"
"7617185";"Иосиф Еврик";"0";"1";"0"
"6200865";"Антон Амрагович";"0";"1";"0"
"9019654";"Богдан Білець";"0";"0";"1"
"4304679";"Джин Джинович";"0";"1";"0"
"4173891";"Yevhenii Yarmoshchuk";"0";"1";"0"
"3744513";"aglar";"0";"2";"0"
"4713836";"Сергей Ильчук";"0";"10";"0"
"12609025";"dolid_di2";"0";"7";"0"
"589847";"Alexander Koshovy";"0";"1";"0"
"3791827";"Никита Антонов";"0";"2";"0"
"370539";"Fil0sOFF";"0";"8";"1"
"4817519";"Salivonka";"0";"1";"0"
"5778637";"Юрий Datura";"0";"5";"0"
"10968858";"Oha80";"0";"0";"3"
"11201210";"Sololobo";"0";"1";"0"
"391527";"5Nap";"0";"1";"0"
"2192108";"Ingham27";"0";"1";"0"
"12887863";"Олексій Баханцов";"0";"3";"0"
"792145";"Vasilij Pupkin";"0";"2";"0"
"11069859";"AlexDen11";"0";"1";"3"
"5069825";"Jenya Polyakova";"0";"1";"0"
"3118739";"lera_sinkova";"0";"46";"0"
"10414169";"mdiakiv";"0";"1";"0"
"9182191";"Sotul";"0";"1";"0"
"4521657";"Vetalm";"0";"1";"0"
"3661224";"17andruxa04";"0";"0";"10"
"10426286";"Meloman1";"0";"1";"0"
"12932583";"Oleksandr 1903";"0";"1";"0"
"2885211";"P1aksa";"0";"3";"0"
"3963671";"Jetflash_123";"0";"1";"0"
"7614306";"Александр Балюк";"0";"1";"0"
"4698977";"Oleg Guzman";"0";"1";"0"
"11869836";"Бакстер";"0";"1";"0"
"3305814";"Андрей Сенько";"0";"1";"0"
"591881";"Patchi";"0";"1";"0"
"5726458";"Миха Елькин";"0";"1";"0"
"1214027";"axelr";"0";"3";"0"
"8838985";"Viktor69699";"0";"13";"0"
"901628";"Роман Кузнецов";"0";"1";"0"
"7619431";"Fedor1986";"0";"1";"0"
"11022254";"Jodoc";"0";"1";"0"
"12416997";"noileD";"0";"2";"1"
"6201328";"Serhiy Mykhaylovych";"0";"1";"0"
"4625140";"Юрій Гапон";"0";"1";"0"
"9269845";"romamirg";"0";"1";"0"
"6799485";"Кавальери";"0";"1";"0"
"5163857";"Andrey Maksymchuk";"0";"2";"0"
"5705994";"deduLLIka";"0";"1";"0"
"10474769";"Vycheslavreali";"0";"2";"1"
"10265737";"Timsone";"0";"1";"0"
"13441390";"Яков Гусев";"0";"2";"0"
"8755422";"Rusik1976";"0";"1";"0"
"10998488";"olegcherpak";"0";"3";"0"
"11849126";"keiser82";"0";"19";"2"
"4713261";"Denis Eduardovich";"0";"1";"0"
"11211479";"Mazekkin";"0";"8";"0"
"2070313";"flinius";"0";"1";"0"
"10786020";"Andriy456545";"0";"2";"0"
"10744403";"VLD167";"0";"1";"0"
"10840620";"tzssi";"0";"8";"0"
"3586004";"serg_alexeenko";"0";"1";"1"
"5770232";"Василь Пакіж";"0";"1";"0"
"2069711";"Britanik";"0";"1";"0"
"11223866";"Тралик";"0";"2";"0"
"528886";"dream";"0";"1";"0"
"12321558";"did19";"0";"1";"0"
"2001737";"Villy747";"0";"1";"0"
"4778132";"Михаил Кучера";"0";"4";"0"
"4089970";"Sanderds";"0";"1";"0"
"5026658";"Владимир Замрозевич";"0";"1";"0"
"6183442";"OdysseySh";"0";"4";"0"
"11339612";"Maximus777";"0";"2";"0"
"9161910";"Hollow-Man";"0";"3";"0"
"6099710";"Dmitriy Buturlin";"0";"1";"0"
"7591275";"Victor Nagurny";"0";"1";"0"
"13286370";"SashCa";"0";"0";"3"
"230773";"przem";"0";"1";"0"
"9305503";"REALLITE";"0";"21";"0"
"11726524";"abafftar";"0";"1";"0"
"13621371";"Руслан Онищенко";"0";"1";"0"
"2285246";"Xo_";"0";"1";"0"
"6110962";"Dana Bekhter";"0";"3";"0"
"9141234";"snazarua";"0";"1";"0"
"4468985";"Юрій Попович";"0";"3";"0"
"4680449";"Vadim Anokhin";"0";"2";"0"
"2204209";"Oleksiy Merkulov";"0";"1";"0"
"13537635";"Khsardas";"0";"2";"0"
"6541073";"Dmitry  Gorbach";"0";"1";"0"
"10543201";"Markus Tamas Attila";"0";"1";"0"
"61891";"stephankn";"0";"1";"0"
"8712103";"Olya_Z";"0";"1";"0"
"30845";"Michi";"0";"1";"0"
"5768617";"Миша Криворучко";"0";"7";"0"
"147480";"RScheiber";"0";"0";"12"
"12461470";"Toz0r";"0";"1";"0"
"7268804";"Artem Padalka";"0";"1";"0"
"9621571";"power expert";"0";"2";"0"
"9362695";"VLD087";"0";"2";"1"
"562132";"ArtFeel";"0";"1";"0"
"11601494";"tatada9197";"0";"1";"0"
"314109";"JasonWi";"0";"4";"0"
"12770569";"Владимир 78";"0";"1";"0"
"6804162";"XIIIAngel13";"0";"1";"0"
"6556471";"Anton Dudko";"0";"1";"0"
"5153814";"Andry Pencarskyy";"0";"1";"0"
"9080660";"أحمدو";"0";"1";"0"
"1185631";"Dmitry2013";"0";"20";"0"
"11359091";"vintkor";"0";"3";"0"
"9657129";"RostyslavUA";"0";"1";"0"
"2373031";"bessonoff";"0";"1";"0"
"10515588";"Bikt0p";"0";"1";"0"
"10652829";"DnieperBasin";"0";"1";"0"
"8986035";"Commando_501";"0";"1";"1"
"108551";"pogudo";"0";"1";"0"
"10115581";"lion2681";"0";"2";"0"
"5184017";"vovikey";"0";"3";"0"
"4540538";"Mircea Codita";"0";"1";"0"
"12723779";"akdius";"0";"1";"0"
"8711360";"Alexandr  Ohtya";"0";"1";"0"
"8992949";"Foloma";"0";"1";"0"
"7993867";"ufimka";"0";"1";"0"
"11101897";"avtoevropa";"0";"1";"0"
"3031023";"mtvkatya";"0";"1";"0"
"4463504";"Aleksandr Kalarashan";"0";"2";"0"
"10139109";"Radiointeractive";"0";"1";"0"
"3874875";"Jafar79";"0";"6";"0"
"3790787";"Sid Sanchez";"0";"19";"0"
"6724002";"Санек Солодніченко";"0";"2";"0"
"4319058";"Виталий Соколов";"0";"1";"0"
"1233687";"Roman R";"0";"1";"0"
"6902511";"Влад Подгорный";"0";"1";"0"
"464388";"sovicUA";"0";"1";"0"
"4006180";"Elena Selunina";"0";"1";"0"
"10196407";"supremealex";"0";"57";"0"
"2579893";"Саня76";"0";"1";"0"
"8754348";"Anton Brown";"0";"2";"0"
"10817394";"FatDogUa";"0";"1";"0"
"4588208";"Александр090483Михайлов";"0";"3";"0"
"8694886";"Яйчук";"0";"1";"0"
"2069307";"KozakV";"0";"1";"0"
"4021773";"Bohdan Kulyk";"0";"1";"0"
"11507431";"VolodymyrPol";"0";"1";"0"
"13430460";"maruchou";"0";"12";"1"
"142776";"dedNikifor";"0";"0";"1"
"1790466";"rottentorso";"0";"1";"0"
"9848364";"Ivan Malik";"0";"1";"0"
"2499720";"M@ster_dp";"0";"1";"0"
"2957617";"vespax";"0";"11";"0"
"8807312";"Sasha1996";"0";"1";"0"
"5501897";"сергей гидеев";"0";"1";"0"
"2016627";"dementiy";"0";"1";"0"
"8741725";"angrypepe";"0";"1";"0"
"8123742";"Dmitriy Musiychuk";"0";"1";"0"
"9408860";"Panafik";"0";"3";"0"
"9344906";"AnatoliiK";"0";"9";"2"
"5080324";"Vitaliy Melnychuk";"0";"1";"0"
"4800407";"Kabanov1300";"0";"1";"0"
"4637535";"Роман39";"0";"4";"0"
"10780616";"1Гімназія";"0";"1";"0"
"3846961";"mini-me";"0";"0";"1"
"97139";"zeon84-74";"0";"8";"2"
"1325786";"Klisan";"0";"1";"0"
"11182170";"Dymik";"0";"1";"0"
"10501708";"THE MYKOLA";"0";"13";"0"
"4377460";"cepreu08";"0";"1";"0"
"12753124";"SameTomorrow";"0";"1";"0"
"5583803";"Valentine Auglis";"0";"1";"0"
"3548883";"moreman";"0";"1";"0"
"462288";"osm-maps";"0";"12";"0"
"5160027";"Alexandr E";"0";"15";"0"
"4374842";"Andrii Kyivskyi";"0";"1";"0"
"9755628";"Strike1971";"0";"1";"0"
"5233214";"Vyacheslav Tkachenko";"0";"3";"0"
"10421643";"sergebasspam";"0";"1";"0"
"4092859";"Антон «DNFMB» Лялин";"0";"1";"0"
"1701828";"gscscnd";"0";"0";"1"
"12904491";"SJeka";"0";"1";"0"
"11791416";"Nikolai_79";"0";"2";"0"
"9488340";"simochka";"0";"2";"0"
"10178578";"MadMaxUA";"0";"1";"0"
"5718203";"Slama99";"0";"1";"0"
"8438711";"Ziri777";"0";"1";"0"
"8085015";"oblotec";"0";"3";"0"
"11583397";"snoozingnewt";"0";"1";"0"
"147713";"janosrusiczki";"0";"0";"1"
"11911109";"Valerii Shypunov";"0";"1";"0"
"563346";"ipp1963";"0";"26";"0"
"5148000";"Dimon Semenjon";"0";"1";"0"
"12941393";"GeorgeK13";"0";"4";"0"
"2333836";"DmitriiF88";"0";"1";"0"
"11792695";"AndrewSAN";"0";"1";"0"
"9583194";"yusha62";"0";"1";"0"
"4445713";"Anatoliym";"0";"1";"0"
"11420734";"maxim1nts";"0";"1";"0"
"2007558";"dayser";"0";"103";"0"
"4811028";"Leonid Kondrak";"0";"1";"0"
"2801352";"kkkooottt";"0";"1";"0"
"2853277";"vandall08";"0";"6";"0"
"10504852";"Nicolucciu";"0";"0";"2"
"10450604";"Yehorka9";"0";"1";"0"
"3116610";"makyrka";"0";"1";"0"
"11699166";"kovelmarket";"0";"2";"0"
"6099882";"Василь Чупрун";"0";"3";"0"
"42191";"Jano John Akim Franke";"0";"1";"0"
"4677450";"Ya_Dm";"0";"14";"0"
"5764146";"ivan shalatskiy";"0";"1";"0"
"375976";"youhim";"0";"1";"0"
"8355291";"Alexandr Sharovskiy";"0";"49";"0"
"6107473";"lafyn9";"0";"1";"0"
"4298731";"Ruslan Pazynyuk";"0";"2";"0"
"9941934";"ruslan-nihochov";"0";"2";"0"
"8612953";"Max  Pershin";"0";"1";"1"
"6480636";"VICLAN";"0";"1";"0"
"9237975";"martensua";"0";"1";"1"
"5313653";"fen14ka";"0";"1";"0"
"440078";"oput81";"0";"18";"0"
"8780222";"chester1881";"0";"1";"0"
"3935245";"alex93cosmin";"0";"1";"0"
"5789997";"Alex McNeel";"0";"1";"0"
"11587039";"evasunpeace";"0";"1";"0"
"72235";"Basstoelpel";"0";"1";"0"
"12888697";"Wlad3q";"0";"1";"0"
"3289555";"Евгений Мизев";"0";"0";"1"
"6856831";"LTanya";"0";"1";"0"
"6185594";"vimm";"0";"1";"0"
"10224697";"Langolierra";"0";"1";"0"
"8128835";"Nataly123";"0";"1";"0"
"7532016";"ballaris";"0";"1";"0"
"321840";"Natura";"0";"0";"1"
"3870640";"sku1963";"0";"1";"0"
"5036066";"Christian Hau";"0";"1";"0"
"2061156";"daimonua";"0";"1";"0"
"5525491";"Aruś";"0";"3";"0"
"771587";"OLEXDJ";"0";"16";"0"
"6691969";"Nata-Sha Energie";"0";"1";"0"
"1416412";"Roman_Voliansky";"0";"41";"0"
"3729276";"OSMAL";"0";"1";"0"
"5565363";"Валерий Чебан";"0";"1";"0"
"5170938";"Tolik68";"0";"1";"0"
"9061994";"Дмитрий Стратийчук";"0";"24";"0"
"4095979";"Igor Tsvyak";"0";"2";"0"
"1605617";"timsly";"0";"1";"0"
"9019988";"vorpalblade-kaart";"0";"13";"0"
"4713464";"Володимир Баранець";"0";"1";"0"
"11824285";"m_malkovich";"0";"50";"1"
"12853078";"@ndry";"0";"3";"0"
"5679194";"СтройМир";"0";"2";"0"
"5170258";"Марина Чилек";"0";"1";"0"
"2957697";"Cake_Seller";"0";"1";"0"
"8628330";"Vamaster";"0";"8";"0"
"6207798";"kschke";"0";"6";"0"
"5562857";"Hennadii Lichkevych";"0";"1";"0"
"8717154";"Anxun-Amun";"0";"1";"0"
"11364284";"Kertysya";"0";"1";"0"
"1962046";"Vitalik0072005";"0";"1";"0"
"9236873";"Власюк Дмитро";"0";"3";"0"
"5579501";"Алексей Шимко";"0";"1";"0"
"4307450";"Алексей Мороз";"0";"2";"0"
"5252870";"VYuP";"0";"1";"0"
"13613684";"Солнечный Оазис";"0";"1";"0"
"4838173";"AndreyPolonne";"0";"1";"0"
"10517449";"Повша";"0";"1";"0"
"8152680";"Servol";"0";"1";"0"
"81113";"slint";"0";"6";"0"
"5357734";"Stas Shevchuk";"0";"1";"0"
"4577848";"Nikolai  Iashchenko";"0";"1";"0"
"10173899";"Broshe4ka";"0";"1";"0"
"54265";"bridgeburner";"0";"1";"0"
"11881554";"Dmtrpopov";"0";"1";"0"
"4469295";"Сергій Шкурпило";"0";"1";"0"
"9535554";"مصطفى بلقاسم";"0";"1";"0"
"3116812";"Vital13";"0";"1";"0"
"4212860";"Mykola  Dobysh";"0";"1";"0"
"4439562";"Leonid Petrunin";"0";"1";"0"
"5759736";"Алексей Дудко";"0";"1";"0"
"4478759";"Faller Gyula";"0";"9";"1"
"11495804";"AliakseiPa";"0";"1";"0"
"5071859";"Іван Івашинюта";"0";"1";"0"
"6719886";"mikkogunner";"0";"34";"0"
"6571899";"Ihor Barabash";"0";"1";"0"
"9129129";"DenysDi";"0";"1";"0"
"13245425";"staf4d";"0";"1";"0"
"12603835";"Sigridstorrada";"0";"1";"0"
"3430331";"Alex Rodoman";"0";"2";"0"
"4308660";"Вячеслав Папазов";"0";"1";"0"
"4507111";"Дмитрий Жиляков";"0";"1";"0"
"8448378";"Міша Кобилецький";"0";"2";"0"
"7725415";"photogswa";"0";"2";"0"
"4517874";"Heinrich Fleig";"0";"2";"0"
"10710317";"FShilft";"0";"1";"0"
"7544935";"Aleksey8405";"0";"1";"0"
"4464364";"Antonov Vitaly";"0";"2";"0"
"4622677";"Vasyl Vasylenko";"0";"1";"0"
"1937193";"Анатолій Давидович";"0";"1";"0"
"13623139";"Robertovichhh";"0";"3";"0"
"11021626";"PashaPoluliakh";"0";"1";"0"
"4036918";"vvvkerch";"0";"0";"1"
"10277888";"Artifexiua";"0";"1";"0"
"6200159";"Samuray68";"0";"1";"0"
"4348935";"Artem Dovzhenko";"0";"4";"0"
"4087119";"Рома Яковлев";"0";"1";"0"
"10219361";"Вяеслав";"0";"1";"1"
"4719577";"Виктор Голодняк";"0";"1";"0"
"6588962";"Богдан Багрій";"0";"1";"0"
"3374288";"Fexik";"0";"1";"0"
"9655407";"PerformicsUA";"0";"1";"0"
"4052608";"Вячеслав Петров";"0";"7";"0"
"6388924";"Андрій Чиж";"0";"1";"0"
"3000034";"Яков Пуртов";"0";"1";"0"
"11133152";"Старовецкий Юрий Евгеньевич";"0";"1";"0"
"4012361";"Олег Артименко";"0";"1";"0"
"4093065";"Sergey Rochev";"0";"1";"0"
"3798242";"Михаил Волошин";"0";"1";"0"
"4356577";"Елена Зонова";"0";"1";"0"
"9411708";"Gena_na";"0";"5";"0"
"12565606";"Valeria Kachanova";"0";"32";"0"
"9881030";"Zufer";"0";"2";"0"
"8359777";"Mr_duglesss";"0";"1";"0"
"505740";"Hilary Phillips";"0";"17";"0"
"1820807";"AMK WEB";"0";"1";"0"
"4569777";"Дмитрий Тарасенко";"0";"1";"0"
"4569774";"vitalik79-09";"0";"1";"0"
"12876819";"Євген87";"0";"2";"0"
"10654974";"Isainkov";"0";"7";"0"
"12711453";"Valentin lschuk";"0";"3";"0"
"3891765";"Сергей Гамзин";"0";"2";"0"
"3735134";"athletik";"0";"1";"0"
"6505356";"Николай551";"0";"4";"0"
"8874386";"valiklviv";"0";"1";"0"
"11730220";"Khochalava";"0";"84";"0"
"370640";"EugeneP";"0";"1";"0"
"7557293";"Владимир Великий";"0";"1";"0"
"6126723";"Александр Мирошник";"0";"9";"0"
"4873432";"FreshLimeLemon";"0";"1";"0"
"9169178";"Vova Yatsyk";"0";"1";"0"
"1937872";"TwisterMaxim";"0";"1";"0"
"7684107";"Nikifsa";"0";"2";"0"
"11640205";"Michael_Weiss";"0";"1";"0"
"10950944";"CrimeaMap";"0";"1";"0"
"9180517";"Kotishevsky";"0";"1";"0"
"11803457";"Sewofluran";"0";"0";"1"
"5700430";"ЦарьФеникс";"0";"1";"0"
"4571644";"Ігор Павчак";"0";"2";"0"
"4637446";"устинов83";"0";"2";"0"
"13188465";"Lanzarote Convention";"0";"0";"1"
"1841025";"Liberman";"0";"2";"0"
"1763755";"Gnome123";"0";"2";"0"
"4920849";"dzyuba81";"0";"1";"0"
"4182707";"Андрій Юртин";"0";"21";"0"
"3055420";"Rexma423";"0";"1";"0"
"10135657";"aapeliv";"0";"0";"2"
"9362717";"migola2011";"0";"1";"0"
"4649806";"Андрей Анголов";"0";"3";"0"
"12639299";"adam ko";"0";"1";"0"
"9250213";"Меткий";"0";"4";"0"
"6739817";"rayleigh1";"0";"0";"2"
"8682146";"Ed Ks";"0";"6";"0"
"6218272";"Petro Martyniv";"0";"1";"0"
"13544815";"Balka123";"0";"1";"0"
"7885918";"Олег Дудченко";"0";"1";"0"
"4046779";"Юра Слободянюк";"0";"1";"0"
"10283000";"OlexandrMO";"0";"1";"0"
"6542142";"Pavuk Pavuk Pavuk";"0";"1";"0"
"10947515";"Магазин "Impulse"";"0";"0";"1"
"13498385";"Диана Александрова";"0";"2";"0"
"11932149";"Yeugeniy2020";"0";"1";"0"
"562634";"djvan";"0";"0";"1"
"1752345";"ZNR";"0";"10";"0"
"2459973";"Василй";"0";"1";"0"
"7473593";"Юра Щерб'юк";"0";"1";"0"
"3068164";"Tovoperator";"0";"0";"1"
"4023068";"Андрей Шкурко";"0";"1";"0"
"4091250";"iskflora";"0";"1";"0"
"7473404";"Сергей Холявко";"0";"1";"0"
"133272";"wongataa";"0";"2";"0"
"4193402";"Виталий Стр";"0";"2";"0"
"7588015";"Илья Гавровский (iluhich92)";"0";"1";"0"
"4753769";"Sergei  Romin";"0";"1";"0"
"192584";"ORYX";"0";"1";"0"
"11888289";"Animalias - домашня перетримка для тварин";"0";"1";"0"
"377096";"varjat";"0";"1";"0"
"5072635";"Александр Кириленко";"0";"1";"0"
"4961097";"Николай Черкашин";"0";"1";"0"
"6394956";"Bakhmut_rada";"0";"2";"0"
"10984693";"konikalekcandr";"0";"4";"0"
"11624425";"Vlad_Bernatskyy_7";"0";"0";"1"
"6021914";"DenisovVova";"0";"5";"0"
"12868124";"Dmitry1971";"0";"1";"0"
"4641508";"Stanislav  Timonin";"0";"1";"0"
"11056663";"Vlad1958";"0";"1";"0"
"10263397";"Blacksmith1988";"0";"1";"0"
"1207751";"atsirlin";"0";"0";"1"
"10356935";"Kat_Pustovit";"0";"3";"0"
"4986448";"sturmfuhrer77";"0";"3";"0"
"9511865";"Michael Burdenko";"0";"1";"0"
"493778";"maxpayn";"0";"1";"0"
"11517861";"KUZMINSKII";"0";"1";"0"
"11148986";"OnePo1nt";"0";"2";"0"
"454386";"Rediskin";"0";"1";"0"
"9650967";"DoctorWNN";"0";"1";"0"
"8101691";"Ярослав Скубий";"0";"1";"0"
"2185023";"stas-m96";"0";"2";"0"
"663136";"0ver10pd";"0";"2";"0"
"11748748";"vl112233";"0";"1";"0"
"8677244";"sgjdthkfgjkfyu";"0";"1";"0"
"6349283";"driamend";"0";"1";"0"
"4545089";"Alex Truhin";"0";"1";"0"
"6054707";"mntlzr";"0";"1";"0"
"7049469";"Lado Djagaev";"0";"1";"0"
"2918810";"Happy_Dispatch";"0";"0";"1"
"2036131";"Олександр_Київ";"0";"1";"0"
"52087";"kocio";"0";"2";"1"
"5829716";"Александр  Александр";"0";"2";"0"
"4409984";"Gorgovich";"0";"1";"0"
"10027985";"da_semenyuk";"0";"2";"0"
"5111586";"illinci";"0";"7";"0"
"8830990";"Паша Семкович";"0";"1";"0"
"3891982";"Krimgot";"0";"2";"0"
"4198947";"Ivansjw";"0";"4";"0"
"4780987";"Вадим Мокроусов";"0";"1";"0"
"3880486";"Серж Пушкин";"0";"7";"0"
"6414265";"barstraz";"0";"1";"0"
"12682510";"Alexbaluc77";"0";"1";"0"
"4220254";"MrSonnenreiter";"0";"1";"0"
"6022549";"alex92rus";"0";"1";"0"
"10114937";"Korgi1";"0";"2";"0"
"7613108";"Piet128";"0";"3";"0"
"13361730";"AlexUnLim";"0";"2";"0"
"4622472";"Oleg Falinskiy";"0";"1";"0"
"12528734";"ПрофАльянс";"0";"1";"0"
"12846510";"VelVel";"0";"1";"0"
"5323483";"Віктор Журибіда";"0";"8";"0"
"4305974";"Антон Т";"0";"1";"0"
"12256562";"Cipanu007";"0";"15";"0"
"6215615";"Kitsmaniuk";"0";"1";"0"
"7750910";"Алекс18m";"0";"1";"0"
"4054169";"Oleg Zaika";"0";"3";"0"
"4845564";"Руслан Тимаев";"0";"1";"0"
"6077679";"AndreyMat";"0";"1";"0"
"5689986";"Ivan Petrovs";"0";"1";"0"
"12659199";"kyklish";"0";"16";"0"
"5421751";"Гостевой Дом 170";"0";"1";"0"
"12724355";"fedunets";"0";"1";"0"
"8410818";"Петро Смедюк";"0";"1";"0"
"3117608";"otwieracz";"0";"1";"0"
"7179849";"AG007";"0";"1";"0"
"11797910";"remarok";"0";"31";"0"
"4572500";"Vasya2206";"0";"1";"0"
"6648816";"Bevz Vitaly";"0";"1";"0"
"10218805";"ursus1985";"0";"1";"0"
"10217353";"Aerond";"0";"1";"0"
"6257484";"Alexander Beta";"0";"0";"2"
"3943109";"Александр Yagovoy";"0";"49";"0"
"6190327";"Сергей Нест";"0";"15";"0"
"4689964";"Анатолій Підлубний";"0";"1";"0"
"854951";"Kadr80";"0";"1";"0"
"883877";"Grevzi";"0";"1";"0"
"11224698";"Пётр Образенко";"0";"2";"0"
"7423968";"Just_Alex228";"0";"1";"0"
"4658842";"Marc Baronnet";"0";"1";"0"
"1191779";"Yorikus";"0";"1";"0"
"11842877";"frivaldo";"0";"8";"0"
"4844768";"Taras Kozlov";"0";"1";"0"
"3341187";"Pepilepioux";"0";"6";"1"
"2005155";"B0ris";"0";"1";"0"
"2527341";"FastRider1";"0";"1";"0"
"8751009";"B0B44";"0";"1";"0"
"11643983";"Anri72";"0";"1";"0"
"6126570";"Татьяна Фролова";"0";"1";"0"
"5024339";"yurii hp";"0";"1";"0"
"8095317";"Халид Рамазанов";"0";"1";"0"
"4131422";"Слава ткачев";"0";"1";"0"
"157864";"Vadimi";"0";"35";"0"
"5402624";"Дима Курило";"0";"1";"0"
"3785111";"Евгений Марченко";"0";"1";"0"
"396743";"choess";"0";"19";"0"
"9624238";"Azrael_dk";"0";"1";"0"
"11385622";"Piklifa";"0";"1";"0"
"10032370";"Aunst";"0";"1";"0"
"3880319";"Евгений Маслянников";"0";"1";"0"
"5124385";"Валерий Ананьин";"0";"1";"0"
"6664254";"Makasiaka";"0";"3";"0"
"11243360";"Str144";"0";"31";"6"
"688435";"roman100283";"0";"64";"0"
"9425897";"Nechay90";"0";"1";"0"
"1724317";"csitt";"0";"1";"0"
"8718744";"Kelsey Harrison";"0";"1";"0"
"4161355";"Сергей93";"0";"1";"0"
"5615240";"VikBoyko";"0";"10";"0"
"1322776";"Петро Борис";"0";"1";"0"
"5913011";"hhcfw";"0";"0";"1"
"6042455";"Erfan Hosseini";"0";"1";"0"
"587101";"NicolasST";"0";"1";"0"
"2179024";"Munchausen_";"0";"1";"0"
"1340439";"xtompok";"0";"2";"0"
"3682458";"Nokiann70";"0";"1";"0"
"5248513";"Andy P Red";"0";"11";"0"
"12757364";"Jacobson2704";"0";"1";"0"
"5272148";"Yuriy Lytvyn";"0";"1";"0"
"140521";"Fortress";"0";"2";"1"
"217070";"Davlak";"0";"7";"0"
"2502111";"eva-j";"0";"1";"0"
"10428775";"Pavlo050198";"0";"3";"0"
"8742438";"klim-sw";"0";"1";"0"
"2823208";"AlZr";"0";"1";"0"
"580222";"sgiaz_dn";"0";"1";"0"
"9503358";"Remel220";"0";"1";"0"
"11896050";"lizzyd710";"0";"2";"0"
"12934725";"LEO6373";"0";"1";"0"
"10110236";"DJ_Electrotech";"0";"42";"0"
"137465";"thanasis";"0";"0";"1"
"108133";"gislars";"0";"8";"0"
"9075655";"Олег Грищенко";"0";"2";"0"
"4043327";"Mak017";"0";"1";"0"
"9053170";"ОлегЛазарев";"0";"1";"0"
"6127520";"dar44";"0";"1";"0"
"6899420";"Владимир Пустовойт";"0";"1";"0"
"10534578";"banditto73";"0";"1";"0"
"5367779";"Andrey Sinozackiy";"0";"2";"0"
"11680122";"Maksdembel2020";"0";"2";"0"
"5336824";"Forsid";"0";"1";"0"
"9386926";"WMAXIMW";"0";"5";"0"
"6913857";"Паха Смоляр";"0";"1";"0"
"9558039";"vysniupadazas123";"0";"1";"0"
"5863373";"Ihor Pototskyi";"0";"4";"0"
"10777380";"Igor_Melnychuk";"0";"1";"0"
"11886048";"Ihor69";"0";"6";"0"
"8948100";"Pavel54321";"0";"1";"0"
"8913394";"mms1975";"0";"1";"0"
"6901247";"VLADIMIR 1967";"0";"2";"0"
"95199";"jemm";"0";"1";"1"
"9336189";"Devgor88";"0";"6";"0"
"3111197";"IreneUA";"0";"1";"0"
"599593";"vetal_e";"0";"2";"0"
"11182208";"denis-gz";"0";"1";"0"
"115918";"Timothy Smith";"0";"1";"0"
"1250896";"YacoobPL";"0";"1";"0"
"423652";"Nyk0la3";"0";"1";"0"
"3845468";"Denis Erazo";"0";"1";"0"
"9348491";"Ohur";"0";"1";"0"
"2670096";"Nafaya";"0";"1";"0"
"4509911";"SkySport";"0";"1";"0"
"5578055";"gnik1974";"0";"1";"0"
"5821862";"Roman88";"0";"1";"0"
"10680983";"Dcn Frank";"0";"17";"0"
"1879325";"parafrazik";"0";"1";"0"
"5319068";"Vit Pav";"0";"1";"0"
